date,bitcoin,bitcoin_unscaled,bitcoin_monthly,scale
2020-07-02,4.3,43,10.0,0.1
2020-07-03,4.1000000000000005,41,10.0,0.1
2020-07-04,4.2,42,10.0,0.1
2020-07-05,4.5,45,10.0,0.1
2020-07-06,4.5,45,10.0,0.1
2020-07-07,4.2,42,10.0,0.1
2020-07-08,5.0,50,10.0,0.1
2020-07-09,4.9,49,10.0,0.1
2020-07-10,4.5,45,10.0,0.1
2020-07-11,4.2,42,10.0,0.1
2020-07-12,4.0,40,10.0,0.1
2020-07-13,4.7,47,10.0,0.1
2020-07-14,5.1000000000000005,51,10.0,0.1
2020-07-15,6.1000000000000005,61,10.0,0.1
2020-07-16,7.1000000000000005,71,10.0,0.1
2020-07-17,5.4,54,10.0,0.1
2020-07-18,4.6000000000000005,46,10.0,0.1
2020-07-19,4.2,42,10.0,0.1
2020-07-20,4.1000000000000005,41,10.0,0.1
2020-07-21,4.3,43,10.0,0.1
2020-07-22,4.7,47,10.0,0.1
2020-07-23,5.4,54,10.0,0.1
2020-07-24,5.5,55,10.0,0.1
2020-07-25,4.9,49,10.0,0.1
2020-07-26,5.9,59,10.0,0.1
2020-07-27,10.0,100,10.0,0.1
2020-07-28,9.5,95,10.0,0.1
2020-07-29,7.7,77,10.0,0.1
2020-07-30,6.9,69,10.0,0.1
2020-07-31,7.4,74,10.0,0.1
2020-08-01,9.9,90,11.0,0.11
2020-08-02,11.0,100,11.0,0.11
2020-08-03,8.69,79,11.0,0.11
2020-08-04,7.92,72,11.0,0.11
2020-08-05,8.36,76,11.0,0.11
2020-08-06,8.69,79,11.0,0.11
2020-08-07,8.03,73,11.0,0.11
2020-08-08,6.93,63,11.0,0.11
2020-08-09,6.38,58,11.0,0.11
2020-08-10,8.14,74,11.0,0.11
2020-08-11,8.03,73,11.0,0.11
2020-08-12,7.04,64,11.0,0.11
2020-08-13,7.7,70,11.0,0.11
2020-08-14,7.59,69,11.0,0.11
2020-08-15,7.04,64,11.0,0.11
2020-08-16,7.26,66,11.0,0.11
2020-08-17,9.02,82,11.0,0.11
2020-08-18,8.03,73,11.0,0.11
2020-08-19,7.15,65,11.0,0.11
2020-08-20,6.49,59,11.0,0.11
2020-08-21,6.38,58,11.0,0.11
2020-08-22,6.05,55,11.0,0.11
2020-08-23,5.39,49,11.0,0.11
2020-08-24,5.72,52,11.0,0.11
2020-08-25,6.16,56,11.0,0.11
2020-08-26,5.5,50,11.0,0.11
2020-08-27,5.5,50,11.0,0.11
2020-08-28,5.83,53,11.0,0.11
2020-08-29,4.51,41,11.0,0.11
2020-08-30,5.28,48,11.0,0.11
2020-08-31,5.61,51,11.0,0.11
2020-09-01,7.12,89,8.0,0.08
2020-09-02,7.2,90,8.0,0.08
2020-09-03,8.0,100,8.0,0.08
2020-09-04,7.92,99,8.0,0.08
2020-09-05,7.6000000000000005,95,8.0,0.08
2020-09-06,7.04,88,8.0,0.08
2020-09-07,6.88,86,8.0,0.08
2020-09-08,7.36,92,8.0,0.08
2020-09-09,5.84,73,8.0,0.08
2020-09-10,5.76,72,8.0,0.08
2020-09-11,5.44,68,8.0,0.08
2020-09-12,5.44,68,8.0,0.08
2020-09-13,5.6000000000000005,70,8.0,0.08
2020-09-14,5.5200000000000005,69,8.0,0.08
2020-09-15,6.16,77,8.0,0.08
2020-09-16,5.5200000000000005,69,8.0,0.08
2020-09-17,5.76,72,8.0,0.08
2020-09-18,5.6000000000000005,70,8.0,0.08
2020-09-19,5.36,67,8.0,0.08
2020-09-20,4.72,59,8.0,0.08
2020-09-21,5.68,71,8.0,0.08
2020-09-22,5.2,65,8.0,0.08
2020-09-23,5.36,67,8.0,0.08
2020-09-24,5.04,63,8.0,0.08
2020-09-25,5.2,65,8.0,0.08
2020-09-26,5.04,63,8.0,0.08
2020-09-27,4.64,58,8.0,0.08
2020-09-28,5.28,66,8.0,0.08
2020-09-29,5.28,66,8.0,0.08
2020-09-30,5.04,63,8.0,0.08
2020-10-01,4.2,42,10.0,0.1
2020-10-02,4.1000000000000005,41,10.0,0.1
2020-10-03,4.0,40,10.0,0.1
2020-10-04,3.7,37,10.0,0.1
2020-10-05,4.3,43,10.0,0.1
2020-10-06,3.8000000000000003,38,10.0,0.1
2020-10-07,3.9000000000000004,39,10.0,0.1
2020-10-08,4.6000000000000005,46,10.0,0.1
2020-10-09,4.800000000000001,48,10.0,0.1
2020-10-10,5.0,50,10.0,0.1
2020-10-11,4.2,42,10.0,0.1
2020-10-12,5.0,50,10.0,0.1
2020-10-13,5.0,50,10.0,0.1
2020-10-14,4.6000000000000005,46,10.0,0.1
2020-10-15,4.9,49,10.0,0.1
2020-10-16,4.6000000000000005,46,10.0,0.1
2020-10-17,4.2,42,10.0,0.1
2020-10-18,4.3,43,10.0,0.1
2020-10-19,4.9,49,10.0,0.1
2020-10-20,5.6000000000000005,56,10.0,0.1
2020-10-21,10.0,100,10.0,0.1
2020-10-22,10.0,100,10.0,0.1
2020-10-23,7.9,79,10.0,0.1
2020-10-24,6.7,67,10.0,0.1
2020-10-25,6.4,64,10.0,0.1
2020-10-26,7.2,72,10.0,0.1
2020-10-27,8.700000000000001,87,10.0,0.1
2020-10-28,8.4,84,10.0,0.1
2020-10-29,7.0,70,10.0,0.1
2020-10-30,6.9,69,10.0,0.1
2020-10-31,7.0,70,10.0,0.1
2020-11-01,7.56,42,18.0,0.18
2020-11-02,7.739999999999999,43,18.0,0.18
2020-11-03,7.02,39,18.0,0.18
2020-11-04,5.58,31,18.0,0.18
2020-11-05,9.9,55,18.0,0.18
2020-11-06,11.16,62,18.0,0.18
2020-11-07,8.1,45,18.0,0.18
2020-11-08,7.92,44,18.0,0.18
2020-11-09,9.54,53,18.0,0.18
2020-11-10,7.92,44,18.0,0.18
2020-11-11,8.82,49,18.0,0.18
2020-11-12,9.18,51,18.0,0.18
2020-11-13,10.98,61,18.0,0.18
2020-11-14,9.36,52,18.0,0.18
2020-11-15,7.739999999999999,43,18.0,0.18
2020-11-16,10.62,59,18.0,0.18
2020-11-17,14.399999999999999,80,18.0,0.18
2020-11-18,18.0,100,18.0,0.18
2020-11-19,13.68,76,18.0,0.18
2020-11-20,14.94,83,18.0,0.18
2020-11-21,14.399999999999999,80,18.0,0.18
2020-11-22,12.6,70,18.0,0.18
2020-11-23,13.86,77,18.0,0.18
2020-11-24,17.82,99,18.0,0.18
2020-11-25,16.2,90,18.0,0.18
2020-11-26,16.919999999999998,94,18.0,0.18
2020-11-27,14.58,81,18.0,0.18
2020-11-28,11.52,64,18.0,0.18
2020-11-29,11.34,63,18.0,0.18
2020-11-30,16.919999999999998,94,18.0,0.18
2020-12-01,11.75,47,25.0,0.25
2020-12-02,9.75,39,25.0,0.25
2020-12-03,9.25,37,25.0,0.25
2020-12-04,9.75,39,25.0,0.25
2020-12-05,8.0,32,25.0,0.25
2020-12-06,7.5,30,25.0,0.25
2020-12-07,8.5,34,25.0,0.25
2020-12-08,8.0,32,25.0,0.25
2020-12-09,8.25,33,25.0,0.25
2020-12-10,7.25,29,25.0,0.25
2020-12-11,7.75,31,25.0,0.25
2020-12-12,6.25,25,25.0,0.25
2020-12-13,6.5,26,25.0,0.25
2020-12-14,7.25,29,25.0,0.25
2020-12-15,7.75,31,25.0,0.25
2020-12-16,14.75,59,25.0,0.25
2020-12-17,25.0,100,25.0,0.25
2020-12-18,15.5,62,25.0,0.25
2020-12-19,13.5,54,25.0,0.25
2020-12-20,12.5,50,25.0,0.25
2020-12-21,12.75,51,25.0,0.25
2020-12-22,12.0,48,25.0,0.25
2020-12-23,12.0,48,25.0,0.25
2020-12-24,9.75,39,25.0,0.25
2020-12-25,10.5,42,25.0,0.25
2020-12-26,15.5,62,25.0,0.25
2020-12-27,19.25,77,25.0,0.25
2020-12-28,16.0,64,25.0,0.25
2020-12-29,15.25,61,25.0,0.25
2020-12-30,17.25,69,25.0,0.25
2020-12-31,16.5,66,25.0,0.25
2021-01-01,15.0,30,50.0,0.5
2021-01-02,30.5,61,50.0,0.5
2021-01-03,35.5,71,50.0,0.5
2021-01-04,29.5,59,50.0,0.5
2021-01-05,23.5,47,50.0,0.5
2021-01-06,27.5,55,50.0,0.5
2021-01-07,40.5,81,50.0,0.5
2021-01-08,42.0,84,50.0,0.5
2021-01-09,34.5,69,50.0,0.5
2021-01-10,31.0,62,50.0,0.5
2021-01-11,50.0,100,50.0,0.5
2021-01-12,35.0,70,50.0,0.5
2021-01-13,30.5,61,50.0,0.5
2021-01-14,31.5,63,50.0,0.5
2021-01-15,27.5,55,50.0,0.5
2021-01-16,20.5,41,50.0,0.5
2021-01-17,18.0,36,50.0,0.5
2021-01-18,17.0,34,50.0,0.5
2021-01-19,19.0,38,50.0,0.5
2021-01-20,17.5,35,50.0,0.5
2021-01-21,24.0,48,50.0,0.5
2021-01-22,27.0,54,50.0,0.5
2021-01-23,15.5,31,50.0,0.5
2021-01-24,14.0,28,50.0,0.5
2021-01-25,15.0,30,50.0,0.5
2021-01-26,14.5,29,50.0,0.5
2021-01-27,16.5,33,50.0,0.5
2021-01-28,19.0,38,50.0,0.5
2021-01-29,32.0,64,50.0,0.5
2021-01-30,19.0,38,50.0,0.5
2021-01-31,15.5,31,50.0,0.5
2021-02-01,17.85,35,51.0,0.51
2021-02-02,17.34,34,51.0,0.51
2021-02-03,17.85,35,51.0,0.51
2021-02-04,19.38,38,51.0,0.51
2021-02-05,17.85,35,51.0,0.51
2021-02-06,20.91,41,51.0,0.51
2021-02-07,18.87,37,51.0,0.51
2021-02-08,44.88,88,51.0,0.51
2021-02-09,51.0,100,51.0,0.51
2021-02-10,34.17,67,51.0,0.51
2021-02-11,34.17,67,51.0,0.51
2021-02-12,29.07,57,51.0,0.51
2021-02-13,20.91,41,51.0,0.51
2021-02-14,23.97,47,51.0,0.51
2021-02-15,26.52,52,51.0,0.51
2021-02-16,30.6,60,51.0,0.51
2021-02-17,34.17,67,51.0,0.51
2021-02-18,32.13,63,51.0,0.51
2021-02-19,36.21,71,51.0,0.51
2021-02-20,40.8,80,51.0,0.51
2021-02-21,33.15,65,51.0,0.51
2021-02-22,38.76,76,51.0,0.51
2021-02-23,46.92,92,51.0,0.51
2021-02-24,34.68,68,51.0,0.51
2021-02-25,29.580000000000002,58,51.0,0.51
2021-02-26,29.580000000000002,58,51.0,0.51
2021-02-27,20.4,40,51.0,0.51
2021-02-28,23.97,47,51.0,0.51
2021-03-01,34.65,99,35.0,0.35
2021-03-02,30.45,87,35.0,0.35
2021-03-03,26.95,77,35.0,0.35
2021-03-04,27.299999999999997,78,35.0,0.35
2021-03-05,26.95,77,35.0,0.35
2021-03-06,24.849999999999998,71,35.0,0.35
2021-03-07,23.45,67,35.0,0.35
2021-03-08,25.9,74,35.0,0.35
2021-03-09,29.4,84,35.0,0.35
2021-03-10,30.45,87,35.0,0.35
2021-03-11,26.599999999999998,76,35.0,0.35
2021-03-12,26.599999999999998,76,35.0,0.35
2021-03-13,35.0,100,35.0,0.35
2021-03-14,32.9,94,35.0,0.35
2021-03-15,33.599999999999994,96,35.0,0.35
2021-03-16,30.45,87,35.0,0.35
2021-03-17,27.299999999999997,78,35.0,0.35
2021-03-18,27.299999999999997,78,35.0,0.35
2021-03-19,25.9,74,35.0,0.35
2021-03-20,22.75,65,35.0,0.35
2021-03-21,22.049999999999997,63,35.0,0.35
2021-03-22,25.549999999999997,73,35.0,0.35
2021-03-23,26.599999999999998,76,35.0,0.35
2021-03-24,26.95,77,35.0,0.35
2021-03-25,29.4,84,35.0,0.35
2021-03-26,25.549999999999997,73,35.0,0.35
2021-03-27,22.75,65,35.0,0.35
2021-03-28,20.299999999999997,58,35.0,0.35
2021-03-29,23.45,67,35.0,0.35
2021-03-30,23.099999999999998,66,35.0,0.35
2021-03-31,24.849999999999998,71,35.0,0.35
2021-04-01,30.02,79,38.0,0.38
2021-04-02,19.38,51,38.0,0.38
2021-04-03,17.1,45,38.0,0.38
2021-04-04,15.2,40,38.0,0.38
2021-04-05,17.86,47,38.0,0.38
2021-04-06,18.62,49,38.0,0.38
2021-04-07,19.0,50,38.0,0.38
2021-04-08,16.72,44,38.0,0.38
2021-04-09,15.96,42,38.0,0.38
2021-04-10,18.240000000000002,48,38.0,0.38
2021-04-11,19.0,50,38.0,0.38
2021-04-12,17.86,47,38.0,0.38
2021-04-13,26.6,70,38.0,0.38
2021-04-14,33.44,88,38.0,0.38
2021-04-15,25.46,67,38.0,0.38
2021-04-16,33.06,87,38.0,0.38
2021-04-17,22.8,60,38.0,0.38
2021-04-18,37.24,98,38.0,0.38
2021-04-19,32.68,86,38.0,0.38
2021-04-20,28.12,74,38.0,0.38
2021-04-21,22.42,59,38.0,0.38
2021-04-22,25.84,68,38.0,0.38
2021-04-23,38.0,100,38.0,0.38
2021-04-24,26.22,69,38.0,0.38
2021-04-25,22.42,59,38.0,0.38
2021-04-26,27.36,72,38.0,0.38
2021-04-27,24.32,64,38.0,0.38
2021-04-28,20.9,55,38.0,0.38
2021-04-29,19.38,51,38.0,0.38
2021-04-30,18.240000000000002,48,38.0,0.38
2021-05-01,11.5,25,46.0,0.46
2021-05-02,11.040000000000001,24,46.0,0.46
2021-05-03,12.42,27,46.0,0.46
2021-05-04,13.34,29,46.0,0.46
2021-05-05,14.26,31,46.0,0.46
2021-05-06,12.42,27,46.0,0.46
2021-05-07,11.96,26,46.0,0.46
2021-05-08,12.42,27,46.0,0.46
2021-05-09,13.34,29,46.0,0.46
2021-05-10,12.88,28,46.0,0.46
2021-05-11,12.88,28,46.0,0.46
2021-05-12,15.180000000000001,33,46.0,0.46
2021-05-13,34.96,76,46.0,0.46
2021-05-14,17.48,38,46.0,0.46
2021-05-15,14.26,31,46.0,0.46
2021-05-16,16.560000000000002,36,46.0,0.46
2021-05-17,26.220000000000002,57,46.0,0.46
2021-05-18,17.94,39,46.0,0.46
2021-05-19,46.0,100,46.0,0.46
2021-05-20,34.04,74,46.0,0.46
2021-05-21,26.220000000000002,57,46.0,0.46
2021-05-22,21.16,46,46.0,0.46
2021-05-23,27.14,59,46.0,0.46
2021-05-24,26.68,58,46.0,0.46
2021-05-25,21.16,46,46.0,0.46
2021-05-26,16.560000000000002,36,46.0,0.46
2021-05-27,11.96,26,46.0,0.46
2021-05-28,13.8,30,46.0,0.46
2021-05-29,13.8,30,46.0,0.46
2021-05-30,12.88,28,46.0,0.46
2021-05-31,13.34,29,46.0,0.46
2021-06-01,19.2,60,32.0,0.32
2021-06-02,17.6,55,32.0,0.32
2021-06-03,16.96,53,32.0,0.32
2021-06-04,20.48,64,32.0,0.32
2021-06-05,18.88,59,32.0,0.32
2021-06-06,19.52,61,32.0,0.32
2021-06-07,19.52,61,32.0,0.32
2021-06-08,32.0,100,32.0,0.32
2021-06-09,26.88,84,32.0,0.32
2021-06-10,21.44,67,32.0,0.32
2021-06-11,18.56,58,32.0,0.32
2021-06-12,16.32,51,32.0,0.32
2021-06-13,17.28,54,32.0,0.32
2021-06-14,20.48,64,32.0,0.32
2021-06-15,17.6,55,32.0,0.32
2021-06-16,17.6,55,32.0,0.32
2021-06-17,16.96,53,32.0,0.32
2021-06-18,15.36,48,32.0,0.32
2021-06-19,13.76,43,32.0,0.32
2021-06-20,15.36,48,32.0,0.32
2021-06-21,22.400000000000002,70,32.0,0.32
2021-06-22,31.68,99,32.0,0.32
2021-06-23,22.400000000000002,70,32.0,0.32
2021-06-24,17.92,56,32.0,0.32
2021-06-25,16.96,53,32.0,0.32
2021-06-26,16.64,52,32.0,0.32
2021-06-27,16.0,50,32.0,0.32
2021-06-28,17.28,54,32.0,0.32
2021-06-29,16.32,51,32.0,0.32
2021-06-30,14.4,45,32.0,0.32
2021-07-01,11.88,54,22.0,0.22
2021-07-02,12.1,55,22.0,0.22
2021-07-03,11.88,54,22.0,0.22
2021-07-04,11.44,52,22.0,0.22
2021-07-05,12.76,58,22.0,0.22
2021-07-06,13.42,61,22.0,0.22
2021-07-07,10.78,49,22.0,0.22
2021-07-08,12.76,58,22.0,0.22
2021-07-09,11.44,52,22.0,0.22
2021-07-10,9.9,45,22.0,0.22
2021-07-11,10.12,46,22.0,0.22
2021-07-12,11.44,52,22.0,0.22
2021-07-13,11.44,52,22.0,0.22
2021-07-14,11.22,51,22.0,0.22
2021-07-15,11.0,50,22.0,0.22
2021-07-16,11.44,52,22.0,0.22
2021-07-17,10.34,47,22.0,0.22
2021-07-18,9.9,45,22.0,0.22
2021-07-19,13.64,62,22.0,0.22
2021-07-20,16.06,73,22.0,0.22
2021-07-21,13.86,63,22.0,0.22
2021-07-22,13.86,63,22.0,0.22
2021-07-23,11.0,50,22.0,0.22
2021-07-24,10.78,49,22.0,0.22
2021-07-25,11.44,52,22.0,0.22
2021-07-26,22.0,100,22.0,0.22
2021-07-27,15.84,72,22.0,0.22
2021-07-28,13.42,61,22.0,0.22
2021-07-29,12.98,59,22.0,0.22
2021-07-30,11.66,53,22.0,0.22
2021-07-31,12.32,56,22.0,0.22
2021-08-01,16.8,80,21.0,0.21
2021-08-02,17.009999999999998,81,21.0,0.21
2021-08-03,15.54,74,21.0,0.21
2021-08-04,15.75,75,21.0,0.21
2021-08-05,16.59,79,21.0,0.21
2021-08-06,20.16,96,21.0,0.21
2021-08-07,17.43,83,21.0,0.21
2021-08-08,19.11,91,21.0,0.21
2021-08-09,21.0,100,21.0,0.21
2021-08-10,19.11,91,21.0,0.21
2021-08-11,19.11,91,21.0,0.21
2021-08-12,18.689999999999998,89,21.0,0.21
2021-08-13,18.9,90,21.0,0.21
2021-08-14,17.009999999999998,81,21.0,0.21
2021-08-15,15.33,73,21.0,0.21
2021-08-16,17.64,84,21.0,0.21
2021-08-17,17.009999999999998,81,21.0,0.21
2021-08-18,15.75,75,21.0,0.21
2021-08-19,14.91,71,21.0,0.21
2021-08-20,17.009999999999998,81,21.0,0.21
2021-08-21,16.38,78,21.0,0.21
2021-08-22,14.7,70,21.0,0.21
2021-08-23,20.16,96,21.0,0.21
2021-08-24,17.22,82,21.0,0.21
2021-08-25,14.49,69,21.0,0.21
2021-08-26,15.959999999999999,76,21.0,0.21
2021-08-27,14.91,71,21.0,0.21
2021-08-28,13.65,65,21.0,0.21
2021-08-29,13.229999999999999,63,21.0,0.21
2021-08-30,13.44,64,21.0,0.21
2021-08-31,14.7,70,21.0,0.21
2021-09-01,9.45,45,21.0,0.21
2021-09-02,10.92,52,21.0,0.21
2021-09-03,11.76,56,21.0,0.21
2021-09-04,9.87,47,21.0,0.21
2021-09-05,10.29,49,21.0,0.21
2021-09-06,11.969999999999999,57,21.0,0.21
2021-09-07,21.0,100,21.0,0.21
2021-09-08,16.8,80,21.0,0.21
2021-09-09,13.44,64,21.0,0.21
2021-09-10,12.389999999999999,59,21.0,0.21
2021-09-11,10.08,48,21.0,0.21
2021-09-12,9.66,46,21.0,0.21
2021-09-13,10.92,52,21.0,0.21
2021-09-14,10.29,49,21.0,0.21
2021-09-15,11.129999999999999,53,21.0,0.21
2021-09-16,10.08,48,21.0,0.21
2021-09-17,9.66,46,21.0,0.21
2021-09-18,8.19,39,21.0,0.21
2021-09-19,7.9799999999999995,38,21.0,0.21
2021-09-20,13.44,64,21.0,0.21
2021-09-21,14.49,69,21.0,0.21
2021-09-22,11.34,54,21.0,0.21
2021-09-23,10.709999999999999,51,21.0,0.21
2021-09-24,16.59,79,21.0,0.21
2021-09-25,11.969999999999999,57,21.0,0.21
2021-09-26,9.24,44,21.0,0.21
2021-09-27,9.87,47,21.0,0.21
2021-09-28,10.5,50,21.0,0.21
2021-09-29,9.66,46,21.0,0.21
2021-09-30,10.5,50,21.0,0.21
2021-10-01,12.88,46,28.0,0.28
2021-10-02,10.64,38,28.0,0.28
2021-10-03,10.360000000000001,37,28.0,0.28
2021-10-04,11.48,41,28.0,0.28
2021-10-05,13.72,49,28.0,0.28
2021-10-06,15.96,57,28.0,0.28
2021-10-07,15.120000000000001,54,28.0,0.28
2021-10-08,13.160000000000002,47,28.0,0.28
2021-10-09,11.760000000000002,42,28.0,0.28
2021-10-10,12.32,44,28.0,0.28
2021-10-11,14.280000000000001,51,28.0,0.28
2021-10-12,14.840000000000002,53,28.0,0.28
2021-10-13,12.600000000000001,45,28.0,0.28
2021-10-14,13.72,49,28.0,0.28
2021-10-15,21.000000000000004,75,28.0,0.28
2021-10-16,16.8,60,28.0,0.28
2021-10-17,15.680000000000001,56,28.0,0.28
2021-10-18,17.92,64,28.0,0.28
2021-10-19,21.840000000000003,78,28.0,0.28
2021-10-20,28.000000000000004,100,28.0,0.28
2021-10-21,22.400000000000002,80,28.0,0.28
2021-10-22,17.92,64,28.0,0.28
2021-10-23,15.120000000000001,54,28.0,0.28
2021-10-24,14.280000000000001,51,28.0,0.28
2021-10-25,15.680000000000001,56,28.0,0.28
2021-10-26,22.400000000000002,80,28.0,0.28
2021-10-27,21.000000000000004,75,28.0,0.28
2021-10-28,16.8,60,28.0,0.28
2021-10-29,16.240000000000002,58,28.0,0.28
2021-10-30,14.000000000000002,50,28.0,0.28
2021-10-31,13.440000000000001,48,28.0,0.28
2021-11-01,16.900000000000002,65,26.0,0.26
2021-11-02,17.94,69,26.0,0.26
2021-11-03,17.68,68,26.0,0.26
2021-11-04,17.94,69,26.0,0.26
2021-11-05,16.38,63,26.0,0.26
2021-11-06,15.860000000000001,61,26.0,0.26
2021-11-07,14.56,56,26.0,0.26
2021-11-08,21.32,82,26.0,0.26
2021-11-09,26.0,100,26.0,0.26
2021-11-10,21.84,84,26.0,0.26
2021-11-11,18.98,73,26.0,0.26
2021-11-12,17.94,69,26.0,0.26
2021-11-13,16.900000000000002,65,26.0,0.26
2021-11-14,16.64,64,26.0,0.26
2021-11-15,18.46,71,26.0,0.26
2021-11-16,21.32,82,26.0,0.26
2021-11-17,18.98,73,26.0,0.26
2021-11-18,19.240000000000002,74,26.0,0.26
2021-11-19,18.46,71,26.0,0.26
2021-11-20,16.900000000000002,65,26.0,0.26
2021-11-21,15.600000000000001,60,26.0,0.26
2021-11-22,17.68,68,26.0,0.26
2021-11-23,17.94,69,26.0,0.26
2021-11-24,17.16,66,26.0,0.26
2021-11-25,15.860000000000001,61,26.0,0.26
2021-11-26,20.54,79,26.0,0.26
2021-11-27,19.5,75,26.0,0.26
2021-11-28,15.600000000000001,60,26.0,0.26
2021-11-29,16.64,64,26.0,0.26
2021-11-30,17.94,69,26.0,0.26
2021-12-01,11.25,45,25.0,0.25
2021-12-02,10.5,42,25.0,0.25
2021-12-03,10.5,42,25.0,0.25
2021-12-04,25.0,100,25.0,0.25
2021-12-05,17.5,70,25.0,0.25
2021-12-06,15.5,62,25.0,0.25
2021-12-07,13.75,55,25.0,0.25
2021-12-08,11.75,47,25.0,0.25
2021-12-09,12.5,50,25.0,0.25
2021-12-10,12.0,48,25.0,0.25
2021-12-11,11.0,44,25.0,0.25
2021-12-12,10.25,41,25.0,0.25
2021-12-13,13.25,53,25.0,0.25
2021-12-14,13.25,53,25.0,0.25
2021-12-15,12.75,51,25.0,0.25
2021-12-16,11.5,46,25.0,0.25
2021-12-17,11.25,45,25.0,0.25
2021-12-18,10.5,42,25.0,0.25
2021-12-19,9.0,36,25.0,0.25
2021-12-20,12.75,51,25.0,0.25
2021-12-21,11.25,45,25.0,0.25
2021-12-22,11.25,45,25.0,0.25
2021-12-23,10.75,43,25.0,0.25
2021-12-24,11.25,45,25.0,0.25
2021-12-25,10.5,42,25.0,0.25
2021-12-26,9.25,37,25.0,0.25
2021-12-27,10.25,41,25.0,0.25
2021-12-28,11.25,45,25.0,0.25
2021-12-29,10.75,43,25.0,0.25
2021-12-30,10.25,41,25.0,0.25
2021-12-31,9.25,37,25.0,0.25
2022-01-01,9.86,34,29.0,0.29
2022-01-02,10.149999999999999,35,29.0,0.29
2022-01-03,11.309999999999999,39,29.0,0.29
2022-01-04,11.309999999999999,39,29.0,0.29
2022-01-05,12.76,44,29.0,0.29
2022-01-06,16.24,56,29.0,0.29
2022-01-07,17.689999999999998,61,29.0,0.29
2022-01-08,16.529999999999998,57,29.0,0.29
2022-01-09,14.499999999999998,50,29.0,0.29
2022-01-10,15.659999999999998,54,29.0,0.29
2022-01-11,14.209999999999999,49,29.0,0.29
2022-01-12,12.76,44,29.0,0.29
2022-01-13,12.469999999999999,43,29.0,0.29
2022-01-14,10.149999999999999,35,29.0,0.29
2022-01-15,9.86,34,29.0,0.29
2022-01-16,9.569999999999999,33,29.0,0.29
2022-01-17,10.729999999999999,37,29.0,0.29
2022-01-18,11.889999999999999,41,29.0,0.29
2022-01-19,10.44,36,29.0,0.29
2022-01-20,11.02,38,29.0,0.29
2022-01-21,24.36,84,29.0,0.29
2022-01-22,28.13,97,29.0,0.29
2022-01-23,19.43,67,29.0,0.29
2022-01-24,28.999999999999996,100,29.0,0.29
2022-01-25,19.43,67,29.0,0.29
2022-01-26,17.689999999999998,61,29.0,0.29
2022-01-27,15.659999999999998,54,29.0,0.29
2022-01-28,14.79,51,29.0,0.29
2022-01-29,14.499999999999998,50,29.0,0.29
2022-01-30,12.18,42,29.0,0.29
2022-01-31,13.34,46,29.0,0.29
2022-02-01,15.36,64,24.0,0.24
2022-02-02,14.639999999999999,61,24.0,0.24
2022-02-03,14.399999999999999,60,24.0,0.24
2022-02-04,15.36,64,24.0,0.24
2022-02-05,15.12,63,24.0,0.24
2022-02-06,12.959999999999999,54,24.0,0.24
2022-02-07,17.28,72,24.0,0.24
2022-02-08,15.84,66,24.0,0.24
2022-02-09,17.759999999999998,74,24.0,0.24
2022-02-10,13.92,58,24.0,0.24
2022-02-11,13.68,57,24.0,0.24
2022-02-12,12.48,52,24.0,0.24
2022-02-13,11.76,49,24.0,0.24
2022-02-14,14.16,59,24.0,0.24
2022-02-15,13.92,58,24.0,0.24
2022-02-16,12.719999999999999,53,24.0,0.24
2022-02-17,13.44,56,24.0,0.24
2022-02-18,14.16,59,24.0,0.24
2022-02-19,12.0,50,24.0,0.24
2022-02-20,13.44,56,24.0,0.24
2022-02-21,14.16,59,24.0,0.24
2022-02-22,15.6,65,24.0,0.24
2022-02-23,14.639999999999999,61,24.0,0.24
2022-02-24,24.0,100,24.0,0.24
2022-02-25,17.52,73,24.0,0.24
2022-02-26,12.959999999999999,54,24.0,0.24
2022-02-27,13.44,56,24.0,0.24
2022-02-28,15.36,64,24.0,0.24
2022-03-01,19.0,100,19.0,0.19
2022-03-02,16.72,88,19.0,0.19
2022-03-03,15.2,80,19.0,0.19
2022-03-04,14.82,78,19.0,0.19
2022-03-05,13.3,70,19.0,0.19
2022-03-06,12.92,68,19.0,0.19
2022-03-07,15.2,80,19.0,0.19
2022-03-08,15.39,81,19.0,0.19
2022-03-09,17.48,92,19.0,0.19
2022-03-10,16.15,85,19.0,0.19
2022-03-11,14.82,78,19.0,0.19
2022-03-12,12.540000000000001,66,19.0,0.19
2022-03-13,11.4,60,19.0,0.19
2022-03-14,14.82,78,19.0,0.19
2022-03-15,12.73,67,19.0,0.19
2022-03-16,13.870000000000001,73,19.0,0.19
2022-03-17,13.3,70,19.0,0.19
2022-03-18,13.11,69,19.0,0.19
2022-03-19,12.540000000000001,66,19.0,0.19
2022-03-20,11.78,62,19.0,0.19
2022-03-21,12.16,64,19.0,0.19
2022-03-22,13.11,69,19.0,0.19
2022-03-23,13.3,70,19.0,0.19
2022-03-24,14.25,75,19.0,0.19
2022-03-25,13.68,72,19.0,0.19
2022-03-26,11.59,61,19.0,0.19
2022-03-27,12.35,65,19.0,0.19
2022-03-28,13.3,70,19.0,0.19
2022-03-29,13.68,72,19.0,0.19
2022-03-30,13.49,71,19.0,0.19
2022-03-31,11.97,63,19.0,0.19
2022-04-01,12.8,80,16.0,0.16
2022-04-02,12.48,78,16.0,0.16
2022-04-03,12.32,77,16.0,0.16
